doc_id;first_elm;second_elm
"622904";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622904";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622904";"ประมวลกฎหมายที่ดิน";""
"623419";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623419";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623419";"ประมวลกฎหมายที่ดิน";""
"622903";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622903";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622903";"ประมวลกฎหมายที่ดิน";""
"622902";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622902";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622902";"ประมวลกฎหมายที่ดิน";""
"624189";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624189";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"624189";"ประมวลกฎหมายที่ดิน";""
"624188";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624188";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"624188";"ประมวลกฎหมายที่ดิน";""
"624188";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"623417";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623417";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623417";"ประมวลกฎหมายที่ดิน";""
"622900";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622900";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"626428";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"626428";"ประมวลกฎหมายที่ดิน";""
"626428";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"634967";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"634967";"พระราชบัญญัติให้ใช้ประมวลกฎหมายที่ดิน พ.ศ.2497";""
"634967";"พระราชบัญญัติออกโฉนดที่ดิน (ฉบับที่ 6) พ.ศ.2479";""
"634967";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"634967";"ประมวลกฎหมายที่ดิน";""
"624070";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624070";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622899";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622899";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622899";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";""
"622899";"พระราชบัญญัติการทางพิเศษแห่งประเทศไทย พ.ศ.2550";""
"626427";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"626427";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";""
"626427";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622898";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622898";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622422";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622422";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622421";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622421";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622420";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622420";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622419";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622419";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623795";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623795";"ประมวลกฎหมายที่ดิน";""
"623795";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623794";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623794";"ประมวลกฎหมายที่ดิน";""
"623794";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623793";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623793";"ประมวลกฎหมายที่ดิน";""
"623793";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623792";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623792";"ประมวลกฎหมายที่ดิน";""
"623792";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623791";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623791";"ประมวลกฎหมายที่ดิน";""
"623791";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623790";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623790";"ประมวลกฎหมายที่ดิน";""
"623790";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623774";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623774";"ประมวลกฎหมายที่ดิน";""
"623774";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623773";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623773";"ประมวลกฎหมายที่ดิน";""
"623773";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623772";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623772";"ประมวลกฎหมายที่ดิน";""
"623772";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622524";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622524";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622524";"ประมวลกฎหมายที่ดิน";""
"622524";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622523";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622523";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622523";"ประมวลกฎหมายที่ดิน";""
"622523";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"624187";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624187";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"624187";"ประมวลกฎหมายที่ดิน";""
"622418";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622418";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622418";"ประมวลกฎหมายที่ดิน";""
"622418";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622418";"กฎกระทรวง ฉบับที่ 45 (พ.ศ.2537) ออกตามความในพระราชบัญญัติให้ใช้ประมวลกฎหมายที่ดิน พ.ศ.2497";""
"622417";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622417";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622417";"ประมวลกฎหมายที่ดิน";""
"622417";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622417";"กฎกระทรวง ฉบับที่ 45 (พ.ศ.2537) ออกตามความในพระราชบัญญัติให้ใช้ประมวลกฎหมายที่ดิน พ.ศ.2497";""
"622758";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622758";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622758";"ประมวลกฎหมายที่ดิน";""
"623771";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623771";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623771";"ประมวลกฎหมายที่ดิน";""
"622756";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622756";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622756";"ประมวลกฎหมายที่ดิน";""
"623416";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623416";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623416";"ประมวลกฎหมายที่ดิน";""
"623416";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622416";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622416";"ประมวลกฎหมายที่ดิน";""
"622416";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623423";"รัฐธรรมนูญแห่งราชอาณาจักรไทย";""
"623423";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623423";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623422";"รัฐธรรมนูญแห่งราชอาณาจักรไทย";""
"623422";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623422";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623421";"รัฐธรรมนูญแห่งราชอาณาจักรไทย";""
"623421";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623421";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"624069";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624069";"พระราชบัญญัติควบคุมอาคาร พ.ศ.2522";""
"624069";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622415";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622415";"พระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ พ.ศ.2539";""
"622415";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622414";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622414";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622414";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"634857";"รัฐธรรมนูญแห่งราชอาณาจักรไทย";""
"634857";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"634857";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622413";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622413";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622413";"ประมวลกฎหมายที่ดิน";""
"622412";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622412";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622412";"ประมวลกฎหมายที่ดิน";""
"622411";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622411";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622411";"ประมวลกฎหมายที่ดิน";""
"622410";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622410";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622410";"ประมวลกฎหมายที่ดิน";""
"622409";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622409";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622409";"ประมวลกฎหมายที่ดิน";""
"622409";"พระราชบัญญัติลักษณะปกครองท้องที่ พ.ศ.2457";""
"622408";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622408";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622408";"ประมวลกฎหมายที่ดิน";""
"622407";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622407";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622407";"ประมวลกฎหมายที่ดิน";""
"623769";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"623769";"ประมวลกฎหมายที่ดิน";""
"623769";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"623769";"พระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล พ.ศ.2537";""
"623769";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";""
"623769";"พระราชบัญญัติลักษณะปกครองท้องที่ พ.ศ.2457";""
"622522";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622522";"พระราชบัญญัติการขนส่งทางบก พ.ศ.2522";""
"622905";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622905";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622406";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622406";"พระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ พ.ศ.2539";""
"622406";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622405";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622405";"พระราชบัญญัติคุ้มครองพยานในคดีอาญา พ.ศ.2546";""
"622405";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622404";"รัฐธรรมนูญแห่งราชอาณาจักรไทย พุทธศักราช 2560";""
"622404";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622404";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";""
"622403";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622403";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622403";"ประมวลกฎหมายที่ดิน";""
"622402";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622402";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"622402";"ประมวลกฎหมายที่ดิน";""
"622402";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622402";"กฎกระทรวง ฉบับที่ 45 (พ.ศ.2537) ออกตามความในพระราชบัญญัติให้ใช้ประมวลกฎหมายที่ดิน พ.ศ.2497";""
"622356";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622356";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";""
"622356";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";""
"622356";"พระราชบัญญัติองค์การมหาชน พ.ศ.2542";""
"622356";"พระราชกฤษฎีกาจัดตั้งสำนักงานความร่วมมือพัฒนาเศรษฐกิจกับประเทศเพื่อนบ้าน (องค์การมหาชน) พ.ศ. 2548";""
"625395";"รัฐธรรมนูญแห่งราชอาณาจักรไทย พุทธศักราช 2560";""
"625395";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"625395";"พระราชบัญญัติการรถไฟแห่งประเทศไทย พ.ศ.2494";""
"625395";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622355";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622355";"พระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ พ.ศ.2539";""
"622355";"พระราชบัญญัติการกลับไปใช้สิทธิในบำเหน็จบำนาญตามพระราชบัญญัติบำเหน็จบำนาญข้าราชการ พ.ศ.2494 พ.ศ.2557";""
"622355";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622401";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622401";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622354";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622354";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622353";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622353";"ประมวลกฎหมายที่ดิน";""
"622353";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622352";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622352";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622352";"ประมวลกฎหมายที่ดิน";""
"622352";"พระราชบัญญัติลักษณะปกครองท้องที่ พ.ศ.2457";""
"622318";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622318";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622318";"ประมวลกฎหมายที่ดิน";""
"622316";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622316";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622316";"ประมวลกฎหมายที่ดิน";""
"622309";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622309";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622060";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622060";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622060";"ประมวลกฎหมายที่ดิน";""
"622059";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622059";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622059";"ประมวลกฎหมายที่ดิน";""
"622058";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622058";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622058";"ประมวลกฎหมายที่ดิน";""
"622057";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622057";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622057";"ประมวลกฎหมายที่ดิน";""
"622056";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622056";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622054";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622054";"พระราชบัญญัติการรถไฟแห่งประเทศไทย พ.ศ.2494";""
"622051";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622051";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";""
"622051";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622049";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622049";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622048";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622048";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622047";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622047";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622046";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622046";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622045";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622045";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622044";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622044";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622042";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622042";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622040";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622040";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622039";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622039";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622037";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622037";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622036";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622036";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622035";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622035";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622034";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622034";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622032";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622032";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622031";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622031";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622030";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622030";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622028";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622028";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622027";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622027";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622026";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622026";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622025";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622025";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"621855";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"621855";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";""
"621855";"ประมวลกฎหมายที่ดิน";""
"621855";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"621855";"กฎกระทรวง ฉบับที่ 45 (พ.ศ.2537) ออกตามความในพระราชบัญญัติให้ใช้ประมวลกฎหมายที่ดิน พ.ศ.2497";""
"619141";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619141";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619141";"ประมวลกฎหมายที่ดิน";""
"619141";"พระราชบัญญัติทางหลวง พ.ศ.2482";""
"619140";"พระราชบัญญัติธรรมนูญศาลทหาร พ.ศ.2498";""
"621854";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"621854";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"621854";"พระราชบัญญัติสถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย พ.ศ.2522";""
"621846";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"621846";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";""
"621846";"พระราชบัญญัติการไฟฟ้าส่วนภูมิภาค พ.ศ.2503";""
"621846";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"622024";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"622024";"พระราชบัญญัติการไฟฟ้าส่วนภูมิภาค พ.ศ.2503";""
"622024";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619139";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619139";"ประมวลกฎหมายที่ดิน";""
"619139";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619138";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619138";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619138";"ประมวลกฎหมายที่ดิน";""
"619137";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619137";"ประมวลกฎหมายที่ดิน";""
"619137";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619136";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619136";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619136";"ประมวลกฎหมายที่ดิน";""
"619136";"พระราชบัญญัติระเบียบบริหารราชการกรุงเทพมหานคร พ.ศ. 2528";""
"624668";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"624668";"พระราชบัญญัติลักษณะปกครองท้องที่ พ.ศ.2457";""
"624668";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619135";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619135";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619135";"ประมวลกฎหมายที่ดิน";""
"617573";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"617573";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619134";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
"619134";"ประมวลกฎหมายแพ่งและพาณิชย์";""
"619133";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";""
